get_up	cause to rise
wake_up	stop sleeping
awaken	cause to become awake or conscious
reawaken	awaken once again
cause_to_sleep	make fall asleep
affect	act physically on
attack	begin to injure
ulcerate	affect with an ulcer
wake	be awake, be alert, be there
stay_up	not go to bed
keep_up	prevent from going to bed at night
hypnotize	induce hypnosis in
entrance	put into a trance
anesthetize	make unconscious by means of anesthetic drugs
etherize	anesthetize with ether
cocainize	anesthetize with cocaine
chloroform	anesthetize with chloroform
freeze	anesthetize by cold
bring_to	return to consciousness
sedate	cause to be calm or quiet as by administering a sedative to
stimulate	cause to be alert and energetic
de-energize	deprive of energy
cathect	inject with libidinal energy
perk_up	gain or regain energy
faint	pass out from weakness, physical or emotional distress due to a loss of blood supply to the brain
zonk_out	lose consciousness due to a sudden trauma, for example
come_to	return to consciousness
animate	give new life or energy to
refresh	make fresh again
freshen	become or make oneself fresh again
wash_up	wash one's face and hands
tense	cause to be tense and uneasy or nervous or anxious
crick	twist (a body part) into a strained position
relax	cause to feel relaxed
unbend	release from mental strain, tension, or formality
tense	become tense, nervous, or uneasy
relax	become less tense, rest, or take one's ease
vege_out	engage in passive relaxation
sit_back	settle into a comfortable sitting position
limber_up	make one's body limber or suppler by stretching, as if to prepare for strenuous physical activity
stretch	extend one's limbs or muscles, or the entire body
spread-eagle	stretch out completely
exsert	thrust or extend out
hyperextend	extend a joint beyond its normal range
crane	stretch (the neck) so as to see better
invigorate	impart vigor, strength, or vitality to
smile	change one's facial expression by spreading the lips, often to signal pleasure
dimple	produce dimples while smiling
grin	to draw back the lips and reveal the teeth, in a smile, grimace, or snarl
beam	smile radiantly
smirk	smile affectedly or derisively
fleer	to smirk contemptuously
bray	laugh loudly and harshly
bellylaugh	laugh a deep, hearty laugh
roar	laugh unrestrainedly and heartily
snicker	laugh quietly
giggle	laugh nervously
break_up	laugh unrestrainedly
break	weaken or destroy in spirit or body
break_down	collapse due to fatigue, an illness, or a sudden attack
fall_over	fall forward and down
cackle	emit a loud, unpleasant kind of laughing
guffaw	laugh boisterously
chuckle	laugh quietly or with restraint
laugh	produce laughter
convulse	be overcome with laughter
cachinnate	laugh loudly and in an unrestrained way
sneer	smile contemptuously
sneer	express through a scornful smile
frown	look angry or sullen, wrinkle one's forehead, as if to signal disapproval
glower	look at with a fixed gaze
stare	fixate one's eyes
look	have a certain outward or facial expression
scowl	frown with displeasure
shrug	raise one's shoulders to indicate indifference or resignation
clap	clap one's hands together
grimace	contort the face to indicate a certain mental or emotional state
screw_up	twist into a strained configuration
pout	make a sad face and thrust out one's lower lip
blow	free of obstruction by blowing air through
clear_the_throat	clear mucus or food from one's throat
shower	take a shower
foment	bathe with warm water or medicated lotions
bathe	cleanse the entire body
cleanse	clean one's body or parts thereof, as by washing
wash	to cleanse (itself or another animal) by licking
wash	cleanse (one's body) with soap and water
sponge_down	wash with a sponge
scrub	wash thoroughly
soap	rub soap all over, usually with the purpose of cleaning
gargle	rinse one's mouth and throat with mouthwash
shave	remove body hair with a razor
epilate	remove body hair
razor	shave with a razor
tonsure	shave the head of a newly inducted monk
bathe	clean one's body by immersion into water
douche	direct a spray of water into a bodily cavity, for cleaning
comb	smoothen and neaten with or as with a comb
slick	give a smooth and glossy appearance
dress	arrange attractively
bob	cut hair in the style of a bob
pompadour	style women's hair in a pompadour
marcel	make a marcel in a woman's hair
wave	set waves in
gauffer	make wavy with a heated goffering iron
perm	give a permanent wave to
mousse	apply a styling gel to
pomade	apply pomade to (hair)
tease	ruffle (one's hair) by combing towards the ends towards the scalp, for a full effect
groom	care for one's external appearance
clean_up	make oneself clean, presentable or neat
make_up	apply make-up or cosmetics to one's face to appear prettier
highlight	apply a highlighter to one's cheeks or eyebrows in order to make them more prominent
lipstick	apply lipstick to
rouge	redden by applying rouge to
condition	apply conditioner to in order to make smooth and shiny
floss	use dental floss to clean
shampoo	use shampoo on (hair)
powder	apply powder to
talc	apply talcum powder to (one's body)
manicure	care for (one's hand) by cutting and shaping the nails, etc.
manicure	trim carefully and neatly
barber	perform the services of a barber: cut the hair and/or beard of
pedicure	care for one's feet by cutting and shaping the nails, etc.
doll_up	use special care in dressing, making-up, etc.
spruce_up	dress and groom with particular care, as for a special occasion
perfume	apply perfume to
preen	dress or groom with elaborate care
prank	dress up showily
tart_up	dress up in a cheap and provocative way
dress_up	put on special clothes to appear particularly appealing and attractive
dress	dress in a certain manner
enrobe	adorn with a robe
prim	dress primly
bedizen	dress up garishly and tastelessly
dress_down	put on clothes that make a careless or ill-dressed impression
prink	dress very carefully and in a finicky manner
dress	give a neat appearance to
reduce	take off weight
sweat_off	lose weight by sweating
gain	increase (one's body weight)
round	become round, plump, or shapely
dress	put on clothes
bundle_up	dress warmly
hat	put on or wear a hat
try_on	put on a garment in order to see whether it fits and looks nice
bonnet	dress in a bonnet
wear	have or show an appearance of
wear	have on one's person
dress	provide with clothes or put clothes on
cover	clothe, as if for protection from the elements
jacket	put a jacket on
frock	put a frock on
shirt	put a shirt on
habit	put a habit on
vesture	provide or cover with a cloak
overdress	dress excessively
corset	dress with a corset
shoe	furnish with shoes
undress	get undressed
peel_off	take off, as with some difficulty
take_off	remove clothes
wear	put clothing on one's body
scarf	wrap in or adorn with a scarf
slip_on	put on with ease or speed
slip_off	take off with ease or speed
coat	cover or provide with a coat
cross-dress	dress in the clothes of the other sex
costume	dress in a costume
dandify	dress like a dandy
vest	clothe formally
vest	clothe oneself in ecclesiastical garments
wear	be dressed in
inseminate	introduce semen into (a female)
stratify	render fertile and preserve by placing between layers of earth or sand
quicken	show signs of life
impregnate	make pregnant
impregnate	fertilize and cause to grow
inoculate	impregnate with the virus or germ of a disease in order to render immune
cross-fertilize	cause to undergo cross-fertilization
cross-fertilize	undergo cross-fertilization
pollinate	fertilize by transfering pollen
conceive	become pregnant
nick	mate successfully
beget	make children
ejaculate	eject semen
reproduce	have offspring or young
propagate	multiply sexually or asexually
vegetate	propagate asexually
propagate	cause to propagate, as by grafting or layering
inoculate	insert a bud for propagation
fructify	bear fruit
breed	have young (animals)
pullulate	breed freely and abundantly
spawn	lay spawn
spat	spawn
give_birth	cause_to_be_born
lie_in	be in confinement for childbirth
labor	undergo the efforts of childbirth
twin	give birth to twins
drop	give birth
foal	give birth to a foal
cub	give birth to cubs
kitten	have kittens
lamb	give birth to a lamb
litter	give birth to a litter of animals
whelp	birth
farrow	give birth
fawn	have fawns
calve	birth
have_a_bun_in_the_oven	be pregnant with
expect	look forward to the birth of a child
carry_to_term	carry out a pregnancy
miscarry	suffer a miscarriage
abort	terminate a pregnancy by undergoing an abortion
abort	cease development, die, and be aborted
brood	sit on (eggs)
alter	remove the ovaries of
defeminize	remove the ovaries of (female mammals such as cats)
emasculate	remove the testicles of a male animal
caponize	convert a cock into a capon
geld	cut off the testicles (of male animals such as horses)
vasectomize	remove the vas deferens
sterilize	make infertile
face-lift	perform cosmetic surgery on someone's face
trephine	operate on with a trephine
menstruate	undergo menstruation
ovulate	produce and discharge eggs
sterilize	make free from bacteria
antisepticize	disinfect with an antiseptic
autoclave	subject to the action of an autoclave
hatch	emerge from the eggs
irritate	excite to an abnormal condition, of chafe or inflame
inflame	become inflamed
inflame	cause inflammation in
soothe	cause to feel better
relieve	provide physical relief, as from pain
massage	give a massage to
hurt	give trouble or pain to
indispose	cause to feel unwell
suffer	feel pain or be in pain
have	suffer from
be_well	be healthy
suffer	undergo (as of injuries and illnesses)
wail	cry weakly or softly
cry	shed tears because of sadness, rage, or pain
cry	bring into a particular state by crying
bawl	cry loudly
tear	fill with tears or shed tears
sob	weep convulsively
snivel	cry or whine with snuffling
sweat	excrete perspiration through the pores in the skin
superfetate	conceive when a fetus is already present in the uterus
exude	release (a liquid) in drops or small quantities
distill	give off (a liquid)
reek	be wet with sweat or blood, as of one's face
transpire	give off (water) through the skin
extravasate	geology: cause molten material, such as lava, to pour forth
stream	exude profusely
gum	exude or form gum
secrete	generate and separate from cells or bodily fluids
water	secrete or form water, as tears or saliva
swelter	suffer from intense heat
injure	cause injuries or bodily harm to
trample	injure by trampling or as if by trampling
concuss	injure the brain
calk	injure with a calk
afflict	cause bodily suffering to and make sick or indisposed
disagree_with	not be very easily digestible
torture	subject to torture
rack	torture on the rack
martyr	torture and torment like a martyr
pull	strain abnormally
make	eliminate urine
urinate	pass after the manner of urine
wet	make one's bed or clothes wet by urinating
stale	urinate, of cattle and horses
excrete	eliminate from the body
evacuate	excrete or discharge from the body
suction	empty or clean (a body cavity) by the force of suction
purge	excrete or evacuate  (someone's bowels or body)
stool	have a bowel movement
dung	defecate
constipate	cause to be constipated
obstipate	constipate severely
shed_blood	lose blood from one's body
tire	exhaust or get tired through overuse or great strain or stress
exhaust	wear out completely
frazzle	exhaust physically or emotionally
play	exhaust by allowing to pull on the line
overtire	tire excessively
tire	get tired of something or somebody
vomit	eject the contents of the stomach through the mouth
spew	eject or send out in large quantities, also metaphorical
keep_down	manage not to throw up
gag	make an unsuccessful effort to vomit
gag	cause to retch or choke
gag	struggle for breath
choke	constrict (someone's) throat and keep from breathing
freeze	be cold
swelter	be uncomfortably hot
suffer	feel unwell or uncomfortable
gnash	grind together, of teeth
ail	be unwell, ill, or ill disposed
treat	provide treatment for
correct	treat a defect
insufflate	treat by blowing a powder or vapor into a bodily cavity
detox	treat for alcohol or drug dependence
irrigate	supply with a constant flow or sprinkling of some liquid, for the purpose of cooling, cleansing, or disinfecting
iodize	treat with iodine so as to prevent infection
doctor	give medical treatment to
vet	provide veterinary care for
vet	provide (a person) with medical care
nurse	try to cure by special care of treatment, of an illness or injury
manipulate	treat manually, as with massage, for therapeutic purposed
administer	give or apply (medications)
transfuse	give a transfusion (e.g., of blood) to
digitalize	administer digitalis such that the patient benefits maximally without getting adverse effects
bring_around	provide a cure for, make healthy again
help	improve the condition of
comfort	lessen pain or discomfort
remedy	provide relief for
dress	apply a bandage or medication to
poultice	dress by covering with a therapeutic substance
bandage	dress by covering or binding
ligate	bind with a bandage or ligature
strap	secure (a sprained joint) with a strap
splint	support with a splint
operate_on	perform surgery on
venesect	practice venesection
medicate	treat medicinally, treat with medicine
medicate	impregnate with a medicinal substance
drug	administer a drug to
dope	give a narcotic to
soup	dope (a racehorse)
overdose	dose too heavily
narcotize	administer narcotics to
anoint	administer an oil or ointment to 
salve	apply a salve to, usually for the purpose of healing
bleed	draw blood
inject	give an injection to
infuse	introduce into the body through a vein, for therapeutic purposes
immunize	perform vaccinations or produce immunity in by inoculation
cup	treat by applying evacuated cups to the patient's skin
sicken	get sick
wan	become pale and sickly
contract	be stricken by an illness, fall victim to an illness
catch	contract
catch_cold	come down with a cold
sicken	make sick or ill
poison	administer poison to
intoxicate	have an intoxicating effect on, of a drug
infect	contaminate with a disease or microorganism
superinfect	infect (an infected cell) further or infect a cell already containing similar organisms
smut	affect with smut or mildew, as of a crop such as corn
disinfect	destroy microorganisms or pathogens by cleansing
chlorinate	disinfect with chlorine
infect	communicate a disease to
canker	infect with a canker
canker	become infected with a canker
traumatize	inflict a trauma upon
shock	subject to electrical shocks
galvanize	stimulate (muscles) by administering a shock
mutilate	destroy or injure severely
maim	injure or wound seriously and leave permanent disfiguration or mutilation
twist	twist suddenly so as to sprain
subluxate	sprain or dislocate slightly
cripple	deprive of the use of a limb, especially a leg
hamstring	cripple by cutting the hamstring
disable	injure permanently
hock	disable by cutting the hock
devolve	grow worse
recuperate	get over an illness or shock
recuperate	restore to good health or strength
relapse	go back to bad behavior
languish	become feeble
waste	waste away
atrophy	undergo atrophy
hypertrophy	undergo hypertrophy
fledge	grow feathers
grow	come to have or undergo a change of (physical features and attributes)
regrow	grow anew or continue growth after an injury or interruption
spring	develop suddenly
sprout	put forth and grow sprouts or shoots
stool	grow shoots in the form of stools or tillers
leaf	produce leaves, of plants
pod	produce pods, of plants
teethe	grow teeth
cut	grow through the gums
ankylose	undergo ankylosis
ankylose	produce ankylosis by surgery
pupate	develop into a pupa
work_up	develop
fester	ripen and generate pus
draw	cause to localize at one point
suppurate	cause to ripen and discharge pus
necrose	undergo necrosis
regenerate	restore strength
rejuvenate	become young again
regenerate	undergo regeneration
resuscitate	cause to regain consciousness
boot	cause to load (an operating system) and start the initial processes
resurrect	cause to become alive again
resurrect	return from the dead
scab	form a scab
skin_over	grow new skin over an injury
heal	get healthy again
granulate	form granulating tissue
poop_out	use up all one's strength and energy and stop working
exercise	do physical exercise
train	exercise in order to prepare for an event or competition
tumble	do gymnastics, roll and turn skillfully
roll	execute a roll, in tumbling
exercise	give a workout to
warm_up	cause to do preliminary exercises so as to stretch the muscles
limber	cause to become limber
tone	give a healthy elasticity to
stretch	extend one's body or limbs
fart	expel intestinal gases through the anus
snuffle	snuff up mucus through the nose
spit	expel or eject (saliva or phlegm or sputum) from the mouth
splutter	spit up in an explosive manner
stub	strike (one's toe) accidentally against an object
harm	cause or do harm to
salivate	produce saliva
drivel	let saliva drivel from the mouth
blush	turn red, as if in embarrassment or shame
pale	turn pale, as if in fear
etiolate	make pale or sickly
tan	get a tan, from wind or sun
suntan	get a tan from being exposed to the sun
sun	expose one's body to the sun
sunburn	get a sunburn by overexposure to the sun
generalize	become systemic and spread throughout the body
metastasize	spread throughout the body
discharge	eliminate (substances) from the body
emit	expel (gases or odors)
joke	act in a funny or teasing way
clown	act as or like a clown
feel	seem with respect to a given sensation given
feel_like_a_million	be in excellent health and spirits
suffocate	feel uncomfortable for lack of fresh air
gown	dress in a gown
jaundice	affect with, or as if with, jaundice
piffle	act in a trivial or ineffective way
run_down	injure or kill by running over, as with a vehicle
pack_on	gain (weight)
call	rouse somebody from sleep with a call
make	behave in a certain way
make_as_if	begin or appear to begin an action
break	diminish or discontinue abruptly
fracture	fracture a bone of
fracture	break (a bone)
refracture	break (a bone) that was previously broken but mended in an abnormal way
fracture	become fractured
cut	have grow through the gums
give	proffer (a body part)
give	consent to engage in sexual intercourse with a man
pack	treat the body or any part of it by wrapping it, as with blankets or sheets, and applying compresses to it, or stuffing it to provide cover, containment, or therapy, or to absorb blood
snuff	inhale audibly through the nose
change	undergo a change
gel	become a gel
brutalize	become brutal or insensitive and unfeeling
brutalize	make brutal, unfeeling, or inhuman
caramelize	convert to caramel
rasterize	convert (an image) into pixels
caramelize	be converted into caramel
convert	change in nature, purpose, or function
convert	change the nature, purpose, or function of something
verbalize	convert into a verb
creolize	develop into a creole
sporulate	convert into spores
novelize	convert into the form or the style of a novel
deaden	convert (metallic mercury) into a grey powder consisting of minute globules, as by shaking with chalk or fatty oil
opalize	replace or convert into opal
opalize	make opalescent
receive	convert into sounds or pictures
reconvert	convert back
malt	convert into malt
malt	convert grain into malt
malt	turn into malt, become malt
stay	stay the same
continue	exist over a prolonged period of time
keep_up	keep informed
sit_tight	maintain the same position
differentiate	become distinct and acquire a different character
speciate	evolve so as to lead to a new species or develop in a way most suited to the environment
differentiate	become different during development
dedifferentiate	lose specialization in form or function
mutate	undergo mutation
arterialize	change venous blood into arterial blood
revert	undergo reversion, as in a mutation
make	give certain properties to something
render	cause to become
get	cause to move
have	undergo
alternate	do something in turns
spell	take turns working
alternate	go back and forth
interchange	reverse (a direction, attitude, or course of action)
counterchange	cause to change places
vascularize	make vascular
decrepitate	to roast or calcine so as to cause to crackle or until crackling stops
decrepitate	undergo decrepitation and crackle
crackle	to become, or to cause to become, covered with a network of small cracks
suburbanize	make suburban in character
suburbanize	take on suburban character
change	make or become different in some particular way, without permanently losing one's or its former characteristics or essence
modulate	vary the frequency, amplitude, phase, or other characteristic of (electromagnetic waves)
avianize	to modify microorganisms by repeated culture in the developing chick embryo
optimize	modify to achieve maximum efficiency in storage capacity or time or cost
move	go or proceed from one point to another
step	move or proceed as if by steps into a new situation
scroll	move through text or graphics in order to display parts that do not fit on the screen
roll	show certain properties when being rolled
roll	take the shape of a roll or cylinder
glaze	become glassy or take on a glass-like appearance
revolutionize	change radically
turn	pass into a condition gradually, take on a specific property or attribute
bald	grow bald
change	cause to change
sensualize	debase through carnal gratification
etiolate	bleach and alter the natural development of (a green plant) by excluding sunlight
barbarize	make crude or savage in behavior or speech
barbarize	become crude or savage or barbaric in behavior or language
alkalinize	make (a substance) alkaline
alkalinize	become alkaline
mythologize	make into a myth
allegorize	make into an allegory
demythologize	remove the mythical element from (writings)
bring	bring into a different state
secularize	make secular and draw away from a religious orientation
rubberize	coat or impregnate with rubber
coarsen	make less subtle or refined
anodize	coat a metal with an oxide coat
citrate	cause to form a salt or ester of citric acid
equilibrate	bring to a chemical stasis or equilibrium
leave	leave unchanged or undisturbed or refrain from taking
affect	have an effect upon
strike_a_blow	affect adversely
repercuss	cause repercussions
tell_on	produce an affect or strain on somebody
redound	have an effect for good or ill
bacterize	subject to the action of bacteria
change_by_reversal	change to the contrary
turn_the_tables	cause a complete reversal of the circumstances
commutate	reverse the direction of (an alternating electric current) each half cycle so as to produce a unidirectional current
alchemize	alter (elements) by alchemy
alcoholize	make alcoholic, as by fermenting
alcoholize	treat or infuse with alcohol
change_integrity	change in physical make-up
switch_over	change over, change around, as to a new order or sequence
change_shape	assume a different shape or form
individuate	give individual shape or form to
granulate	become granular
tie	form a knot or bow in
terrace	make into terraces as for cultivation
fork	shape like a fork
constellate	form a constellation or cluster
shape	give shape or form to
tabulate	shape or cut with a flat surface
dimension	shape or form to required dimensions
roll	shape by rolling
draw	flatten, stretch, or mold metal or glass, by rolling or by pulling it through a die or by stretching
strike	cause to form (an electric arc) between electrodes of an arc lamp
crystallize	cause to take on a definite and clear shape
twist	form into twists
culminate	rise to, or form, a summit
granulate	form into grains
sliver	form into slivers
ridge	form into a ridge
plume	form a plume
conglobate	assume a globular shape
form	assume a form or shape
round	make round
scallop	shape or cut in scallops
square	make square
round_off	express as a round number
prim	contract one's lips
purse	contract one's lips into a rounded shape
pooch	round one's lips as if intending to kiss
change_state	undergo a transformation or a change of position or action
fall	pass suddenly and passively into a state of body or mind
fall_off	diminish in size or intensity
fall_in_love	begin to experience feelings of love towards
suspend	cause to be held in suspension in a fluid
resuspend	put back into suspension
sober_up	become sober after excessive alcohol consumption
sober_up	become more realistic
sober	cause to become sober
become	enter or assume a certain state or condition
work	arrive at a certain condition through repeated motion
adjust	adapt or conform oneself to new or different conditions
follow	behave in accordance or in agreement with
go_by	be or act in accordance with
readjust	adjust anew
proportion	adjust in size relative to other things
reconstruct	cause somebody to adapt or reform socially or politically
readapt	adapt anew
decrease	decrease in size, extent, or range
shrink	decrease in size, range, or extent
taper	diminish gradually
drop_off	fall or diminish
vanish	decrease rapidly and disappear
increase	make bigger or more
extend	increase in quantity or bulk by adding a cheaper substance
augment	enlarge or increase
build_up	enlarge, develop, or increase by degrees or in stages
enlarge	make larger
up	raise
break	fall sharply
rise	increase in value or to a higher point
soar	go or move upward
rise	rise in rank or status
jump	increase suddenly and significantly
accrue	grow by addition
redound	be added
bull	advance in price
ease_up	reduce pressure or intensity
ease_up	become less intense
increase	become bigger or greater in amount
spike	manifest a sharp increase
add_to	have an increased effect
gain	increase in
explode	increase rapidly and in an uncontrolled manner
enlarge	become larger or bigger
augment	grow or intensify
pyramid	increase rapidly and progressively step by step on a broad base
advance	rise in rate or price
snowball	increase or accumulate at a rapidly accelerating rate
raise	raise the level or amount of something
bump_up	increase or raise
accumulate	collect or gather
backlog	accumulate and create a backlog
accrete	grow or become attached by accretion
run_up	pile up (debts or scores)
assimilate	become similar to one's environment
acculturate	assimilate culturally
detribalize	cause members of a tribe to lose their cultural identity
assimilate	make similar
assimilate	become similar in sound
dissimilate	become dissimilar or less similar
dissimilate	make dissimilar
dissimilate	become dissimilar by changing the sound qualities
change	exchange or replace with another, usually of the same kind or category
rectify	convert into direct current
utilize	convert (from an investment trust to a unit trust)
commute	exchange a penalty for a less severe one
capitalize	convert (a company's reserve funds) into capital
overcapitalize	capitalize beyond what the business or the profit-making prospects warrant
transduce	cause transduction (of energy forms)
replace	substitute a person or thing for (another that is broken or inefficient or lost or no longer working or yielding what is expected)
change	remove or replace the coverings of
refurbish	make brighter and prettier
gentrify	renovate so as to make it conform to middle-class aspirations
revamp	to patch up or renovate
retread	give new treads to (a tire)
renovate	restore to a previous or better condition
refresh	make (to feel) fresh
revitalize	give new life or vigor to
vitalize	make more lively or vigorous
vitalize	give life to
ruggedize	produce in a version designed to withstand rough usage
consolidate	make firm or secure
consolidate	make or form into a solid or hardened mass
consolidate	form into a solid mass or whole
proof	make resistant (to harm)
bombproof	make safe against bombings
bulletproof	make bulletproof
child-proof	make safe against children
goofproof	proof against human misuse or error
fireproof	make resistant to fire
weatherproof	make resistant to bad weather
devitalize	sap of life or energy
eviscerate	take away a vital or essential part of
shake	undermine or cause to waver
regenerate	form or produce anew
reincarnate	cause to appear in a new form
regenerate	be formed or shaped anew
reform	change for the better
surge	see one's performance improve
regenerate	replace (tissue or a body part) through the formation of new tissue
regenerate	return to life
revive	restore from a depressed, inactive, or unused state
republish	revive (a cancelled will or a libel)
revive	be brought back to life, consciousness, or strength
change	change clothes
change_magnitude	change in size or magnitude
modify	make less severe or harsh or extreme
attemper	modify the temperature of
syncopate	modify the rhythm by stressing or accenting a weak beat
update	modernize or bring up to date
update	bring to the latest state of technology
soup_up	make more powerful
modify	add a modifier to a constituent
cream	add cream to one's coffee, for example
modulate	adjust the pitch, tone, or volume of
enrich	make better or improve in quality
build_up	change the use of and make available or usable
redevelop	change the plans for the use of (land)
round_out	make bigger or better or more complete
optimize	make optimal
deprive	take away
fail	get worse
disestablish	deprive (an established church) of its status
choke	reduce the air supply
remove	remove something concrete, as by lifting, pushing, or taking off, or remove something abstract
harvest	remove from a culture or a living or dead body, as for the purposes of transplantation
tip	remove the tip from
stem	remove the stem from
extirpate	surgically remove (an organ)
enucleate	remove (a tumor or eye) from an enveloping sac or cover
exenterate	remove the contents of (an organ)
enucleate	remove the nucleus from (a cell)
decorticate	remove the cortex of (an organ)
bail	remove (water) from a vessel with a container
bail	empty (a vessel) by bailing
strip	remove (someone's or one's own) clothes
ablate	remove an organ or bodily structure
clean	remove unwanted substances from, such as feathers or pits
clean	remove shells or husks from
winnow	blow away or off with a current of air
unbrace	remove a brace or braces from
pick	remove in small bits
clear	free (the throat) by making a rasping sound
muck	remove muck, clear away muck, as in a mine
lift	remove from a surface
lift	take off or away by decreasing
lift	remove from a seedbed or from a nursery
tear_away	rip off violently and forcefully
take_off	take away or remove
uncloak	remove a cloak from
take_away	take out or remove
pit	remove the pits from
seed	remove the seeds from
unhinge	remove the hinges from
shuck	remove the shucks from
hull	remove the hulls from
crumb	remove crumbs from
chip_away	remove or withdraw gradually: "These new customs are chipping away at the quality of life"
burl	remove the burls from cloth
knock_out	destroy or break forcefully
bus	remove used dishes from the table in restaurants
scavenge	remove unwanted substances from
hypophysectomize	remove the pituitary glands
degas	remove gas from
husk	remove the husks from
bur	remove the burrs from
clear_off	remove from sight
unclutter	rid of obstructions
clutter	fill a space in a disorderly way
clog	fill to excess so that function is impaired
brim	fill as much as possible
add	make an addition  (to)
gild_the_lily	make unnecessary additions to what is already complete
adjoin	attach or add
work_in	add by mixing or blending on or attaching
add_on	make an addition
include	add as part of something else
mix	add as an additional element or part
dash	add an enlivening or altering element to
put_on	add to something existing
butylate	introduce the butyl group into a chemical compound
put_on	add to the odometer
iodize	treat with iodine
nitrate	treat with nitric acid, so as to change an organic compound into a nitrate
tank	treat in a tank
oxygenate	impregnate, combine, or supply with oxygen
mercerize	treat to strengthen and improve the luster
back	strengthen by providing with a back or backing
malt	treat with malt or malt extract
fluoridate	subject to fluoridation
creosote	treat with creosote
chlorinate	treat or combine with chlorine
carbonate	treat with carbon dioxide
camphorate	treat with camphor
bromate	treat with bromine
ammoniate	treat with ammonia
inject	to introduce (a new aspect or element)
welt	put a welt on
insert	introduce
inoculate	introduce a microorganism into
seed	inoculate with microorganisms
inset	set or place in
glass	put in a glass container
catheterize	insert a catheter into (a body part)
launder	convert illegally obtained funds into legal ones
cup	put into a cup
intersperse	introduce one's writing or speech with certain expressions
interleave	intersperse alternately, as of protective covers for book illustrations
feed	introduce continuously
slip	insert inconspicuously or quickly or quietly
foist	insert surreptitiously or without warrant
intercalate	insert (days) in a calendar
punctuate	insert punctuation marks into
concatenate	add by linking or joining so as to form a chain or series
string	add as if on a string
flick	remove with a flick (of the hand)
activate	make active or more active
activate	make (substances) radioactive
activate	aerate (sewage) so as to favor the growth of organisms that decompose organic matter
biodegrade	break down naturally through the action of biological agents
activate	make more adsorptive
inactivate	make inactive
deactivate	remove from active military status or reassign
reactivate	activate (an old file) anew
deaden	make less lively, intense, or vigorous
obtund	reduce the edge or violence of
petrify	cause to become stonelike or stiff or dazed and stunned
jazz_up	make more interesting or lively
enliven	make lively
spirit	infuse with spirit
deaden	become lifeless, less lively, intense, or active
compound	put or add together
totalize	make into a total
recombine	to combine or put together again
strip	draw the last milk (of cows)
milk	take milk from female mammals
milk	add milk to
strip	take off or remove
strip	remove a constituent from a liquid
strip	remove the thread (of screws)
denude	lay bare
clear-cut	remove all the trees at one time
stump	remove tree stumps from
clear	remove
clear	make a way or path by removing objects
defoliate	strip the leaves or branches from
